date,prefecture,M15,M20,M30,M40,M50,M60,M70,F15,F20,F30,F40,F50,F60,F70
3/1/20,和歌山県,0.152613,0.041797,0.093646,0.085215,0.0326,0.109623,0.137676,0.130838,0.114277,0.14779,0.155155,0.093274,0.105055,0.128231
3/1/20,三重県,0.088063,0.015468,0.092303,0.106806,0.082695,0.12171,0.126959,-0.012556,0.106358,0.19078,0.121935,0.102228,0.147643,0.151993
3/1/20,奈良県,0.10806,0.061854,0.088812,0.124883,0.071095,0.101676,0.130737,0.105199,0.130063,0.195609,0.142757,0.088912,0.152678,0.264746
3/1/20,島根県,0.030795,-0.039698,0.046532,0.033699,0.02348,0.072544,0.079966,0.060803,0.051343,0.152918,0.085176,0.10719,0.070144,0.144675
3/1/20,広島県,0.034821,0.042666,0.096849,0.075313,0.034475,0.086388,0.107502,0.026828,0.051364,0.144607,0.091276,0.070219,0.174947,0.199378
3/1/20,香川県,0.197184,0.086057,0.118537,0.158615,0.075621,0.14567,0.176037,0.221647,0.158473,0.183411,0.182277,0.164468,0.159835,0.197502
3/1/20,岡山県,0.07703,0.050367,0.101308,0.090541,0.039277,0.119809,0.086581,0.000577,0.095534,0.142768,0.107996,0.106083,0.177137,0.198421
3/1/20,兵庫県,0.266924,0.075156,0.109002,0.127235,0.097615,0.097349,0.128797,0.246906,0.105563,0.188678,0.179029,0.142068,0.160316,0.173516
3/1/20,大阪府,0.256759,0.072267,0.106275,0.129445,0.116816,0.118767,0.141835,0.222445,0.138776,0.199755,0.201393,0.160183,0.164067,0.206766
3/1/20,愛知県,0.338928,0.112095,0.146126,0.166811,0.141153,0.137837,0.186652,0.282134,0.166676,0.245621,0.236701,0.18442,0.21072,0.256475
3/1/20,静岡県,0.28037,0.083302,0.136526,0.135908,0.10102,0.146793,0.140306,0.227754,0.125343,0.195792,0.196728,0.152423,0.157524,0.225868
3/1/20,鳥取県,0.095407,-0.028106,0.022362,-0.025927,0.020263,-0.022483,0.006605,0.01404,-0.017084,0.113563,0.084622,0.025981,0.066477,-0.002879
3/1/20,京都府,0.257193,0.164969,0.106422,0.138327,0.13099,0.122935,0.133175,0.275985,0.16081,0.195764,0.187048,0.15102,0.159802,0.239789
3/1/20,滋賀県,0.025514,0.032979,0.086864,0.106311,0.018119,0.084174,0.155482,-0.068726,0.10405,0.163347,0.106803,0.085491,0.148178,0.210915
3/1/20,岐阜県,0.032685,0.092137,0.177512,0.145945,0.113486,0.174534,0.21846,0.093494,0.113068,0.243614,0.150452,0.129674,0.196184,0.221324
3/1/20,長野県,0.14417,0.067063,0.120228,0.11611,0.091008,0.108065,0.16458,0.090311,0.102165,0.18934,0.165055,0.149157,0.157915,0.23983
3/1/20,山梨県,0.046665,0.113644,0.104796,0.092723,0.062824,0.052379,0.094477,-0.126645,0.145415,0.152998,0.041043,0.002076,0.122832,0.144264
3/1/20,千葉県,0.294422,0.154857,0.166351,0.194799,0.172977,0.172769,0.205399,0.302606,0.185145,0.247269,0.24283,0.20426,0.234658,0.286866
3/1/20,神奈川県,0.276927,0.133244,0.174382,0.195124,0.170415,0.186006,0.237914,0.246566,0.165269,0.239824,0.249192,0.206061,0.246486,0.307576
3/1/20,福井県,0.201228,0.021825,0.060284,0.094299,-0.029873,0.007507,0.008668,0.115314,0.054333,0.170106,0.136788,0.053147,0.1229,0.146893
3/1/20,埼玉県,0.325609,0.123527,0.13751,0.171112,0.145435,0.152731,0.148738,0.26783,0.169185,0.217671,0.221975,0.19393,0.212917,0.237689
3/1/20,茨城県,-0.000777,0.114169,0.137268,0.132925,0.096792,0.14727,0.207635,0.012371,0.149527,0.194504,0.127495,0.125038,0.190814,0.245336
3/1/20,石川県,0.30767,0.12525,0.105467,0.149505,0.078112,0.121501,0.123022,0.275789,0.141717,0.203763,0.204102,0.140343,0.160675,0.212717
3/1/20,富山県,0.169682,0.128533,0.085602,0.148346,0.022789,0.1022,0.109741,0.075537,0.126003,0.173241,0.132024,0.094983,0.105287,0.186816
3/1/20,群馬県,0.208249,0.11976,0.159794,0.167662,0.143906,0.164725,0.198452,0.211839,0.151594,0.183729,0.211295,0.162773,0.198553,0.165812
3/1/20,栃木県,0.172145,0.060656,0.120525,0.141007,0.112534,0.118388,0.144255,0.177953,0.09526,0.175289,0.180513,0.123694,0.169492,0.189825
3/1/20,新潟県,0.324913,0.088914,0.149251,0.163414,0.130307,0.133957,0.19167,0.282586,0.120528,0.193693,0.191563,0.160749,0.177492,0.227573
3/1/20,福島県,-0.018535,-0.007234,0.081674,0.066729,0.028867,0.127898,0.080693,-0.039912,0.106095,0.123767,0.081633,0.063497,0.095003,0.148103
3/1/20,山形県,-0.019601,0.072909,0.137654,0.111187,0.096726,0.176636,0.199035,-0.026189,0.078744,0.210732,0.13271,0.114376,0.171696,0.253773
3/1/20,宮城県,0.116126,0.070356,0.098839,0.100299,0.074578,0.14368,0.188121,-0.024112,0.118801,0.173445,0.140895,0.117957,0.176857,0.265204
3/1/20,秋田県,0.128127,0.061085,0.072738,0.092079,0.028802,0.144054,0.147158,0.009496,0.067442,0.124191,0.128193,0.016571,0.131502,0.157415
3/1/20,岩手県,0.143207,0.117035,0.107042,0.082698,0.050403,0.107027,0.143723,0.105882,0.139821,0.132624,0.113223,0.085474,0.126847,0.197135
3/1/20,青森県,0.030246,0.115607,0.103827,0.100743,0.032124,0.08876,0.075048,0.066422,0.147285,0.167755,0.102807,0.070679,0.148564,0.142554
3/1/20,北海道,0.522118,0.207967,0.261151,0.326286,0.290643,0.33435,0.407166,0.508625,0.266408,0.38715,0.409455,0.334199,0.378643,0.486877
3/2/20,沖縄県,0.563804,0.083439,0.005877,0.088134,0.079321,0.034238,0.034538,0.540235,0.111612,0.07203,0.138132,0.092021,0.06411,0.108487
3/2/20,鹿児島県,0.40275,0.033786,-0.034036,0.022096,0.016145,-0.00194,0.040651,0.417483,0.049446,0.011526,0.087032,0.045224,0.064458,0.092017
3/2/20,東京都,0.580735,0.115622,0.056324,0.081162,0.100046,0.086723,0.199199,0.489355,0.124449,0.113511,0.160548,0.140366,0.181312,0.330479
3/2/20,宮崎県,0.393232,0.036465,0.005367,0.025263,0.009412,0.043635,0.053035,0.37314,0.097014,0.05374,0.072621,0.070723,0.045201,0.104091
3/2/20,長崎県,0.408524,0.013743,-0.028865,0.008249,0.007386,0.009818,0.031745,0.356547,0.058568,0.021729,0.065171,0.047357,0.063966,0.112115
3/2/20,熊本県,0.575355,0.021519,-0.021275,0.040072,0.03415,0.03993,0.12609,0.53181,0.096793,0.079826,0.125466,0.088003,0.110935,0.20091
3/2/20,佐賀県,0.358131,0.004458,-0.022056,0.023579,0.010971,-0.016134,0.051039,0.385656,0.084394,0.035832,0.053499,0.036766,0.05524,0.078858
3/2/20,福岡県,0.525948,0.059449,-0.027096,0.021441,0.036312,0.029021,0.079301,0.476351,0.105478,0.044907,0.111349,0.086817,0.101453,0.183153
3/2/20,大分県,0.573864,0.008678,-0.032825,0.025516,0.013561,0.002297,0.033183,0.496481,0.037842,0.028369,0.087122,0.067782,0.054264,0.130561
3/2/20,高知県,0.48617,0.034808,0.000074,0.036588,0.033572,0.010563,0.072449,0.477202,0.064572,0.00873,0.073118,0.065716,0.104046,0.139932
3/2/20,愛媛県,0.452906,0.014341,-0.025653,0.031574,0.018775,0.017313,0.030994,0.468357,-0.019458,0.02591,0.082905,0.061105,0.054397,0.063849
3/2/20,山口県,0.513487,0.010778,-0.01573,0.068088,0.044392,0.035735,0.113466,0.520752,0.095311,0.066865,0.137209,0.081622,0.116725,0.181706
3/2/20,徳島県,0.554203,0.012956,-0.000055,0.090314,0.054522,0.024004,0.090289,0.53604,0.05761,0.077088,0.15784,0.083069,0.082493,0.095485
3/2/20,和歌山県,0.523854,0.013952,-0.028473,0.035404,0.003336,0.012035,0.072501,0.516769,0.019348,0.043125,0.129749,0.069765,0.065792,0.100445
3/2/20,三重県,0.547231,0.007314,-0.036714,0.035785,0.024907,0.015749,0.079582,0.499055,0.05533,0.062709,0.122891,0.069916,0.079145,0.144633
3/2/20,奈良県,0.614982,0.0615,-0.041239,0.039572,0.044569,-0.001291,0.054198,0.539159,0.100938,0.064932,0.127118,0.093627,0.076789,0.16764
3/2/20,島根県,0.245144,-0.014812,-0.051581,0.041885,0.02341,0.052814,0.202525,0.139347,0.001368,0.057935,0.07862,0.034881,0.095674,0.143131
3/2/20,広島県,0.505631,0.03313,-0.025485,0.022188,0.026451,0.02878,0.100936,0.514821,0.088404,0.050851,0.103235,0.082833,0.108571,0.154398
3/2/20,香川県,0.422212,-0.02777,-0.050872,0.000258,-0.012702,-0.00869,0.066675,0.48777,-0.009533,0.033173,0.075599,0.035966,0.045673,0.140417
3/2/20,岡山県,0.470589,0.006609,-0.038918,0.042454,0.015707,0.030991,0.051205,0.509022,0.074372,0.063042,0.127729,0.065276,0.086854,0.159648
3/2/20,兵庫県,0.402037,0.05748,-0.02494,0.007377,0.01726,0.006919,0.052288,0.372,0.094652,0.046879,0.084285,0.065211,0.089895,0.181913
3/2/20,大阪府,0.533888,0.097333,-0.013796,0.027762,0.042201,0.015025,0.069181,0.496767,0.097051,0.067941,0.121955,0.095541,0.097099,0.174033
3/2/20,愛知県,0.53405,0.021779,-0.047303,0.01403,0.036536,0.03246,0.113338,0.558109,0.104485,0.082396,0.141293,0.103881,0.136281,0.229073
3/2/20,静岡県,0.477767,0.013002,-0.03842,0.030304,0.020028,0.032895,0.112264,0.466225,0.066229,0.070025,0.101169,0.062971,0.080418,0.153469
3/2/20,鳥取県,0.361801,0.021652,-0.032948,0.023079,0.007392,-0.024988,0.029765,0.355405,-0.007992,0.03579,0.078776,0.021883,0.048367,0.05182
3/2/20,京都府,0.470059,0.108984,-0.015901,0.006909,0.044237,0.007864,0.032789,0.401989,0.139429,0.029401,0.078054,0.089264,0.070198,0.127926
3/2/20,滋賀県,0.535635,0.068587,-0.047356,0.044825,0.038315,0.023655,0.058856,0.525672,0.085768,0.063327,0.122386,0.07805,0.083598,0.146858
3/2/20,岐阜県,0.596848,0.001561,-0.050034,0.058656,0.050467,0.040849,0.092232,0.581141,0.092574,0.059806,0.148253,0.094647,0.11207,0.15435
3/2/20,長野県,0.411625,-0.007179,-0.023047,0.017707,0.027371,-0.013347,0.02996,0.385992,0.037772,0.066994,0.070038,0.046942,0.064893,0.108402
3/2/20,山梨県,0.536537,0.02642,-0.020356,0.041474,0.057425,0.017815,0.0457,0.524375,0.062422,0.021809,0.109915,0.062309,0.028299,0.181181
3/2/20,千葉県,0.586975,0.089886,0.01788,0.058263,0.078142,0.071112,0.194109,0.558328,0.129102,0.09443,0.143841,0.11862,0.1568,0.319811
3/2/20,神奈川県,0.520579,0.117513,0.035048,0.062617,0.091074,0.081472,0.21325,0.45312,0.13229,0.102924,0.144762,0.137556,0.188518,0.350063
3/2/20,福井県,0.535418,-0.016191,-0.040347,0.02936,0.052058,0.043288,0.029165,0.507978,0.025792,0.037278,0.079398,0.029618,0.094048,0.180871
3/2/20,埼玉県,0.594422,0.084493,0.005533,0.049251,0.063621,0.060376,0.181639,0.567779,0.108308,0.084124,0.134951,0.1116,0.150622,0.285601
3/2/20,茨城県,0.559682,0.021434,-0.009092,0.059579,0.048021,0.055208,0.17929,0.556315,0.086001,0.054327,0.134448,0.091795,0.134016,0.269335
3/2/20,石川県,0.591457,0.12626,-0.02477,0.025012,0.045306,0.007764,0.067072,0.518503,0.097109,0.045115,0.099114,0.073723,0.079491,0.164023
3/2/20,富山県,0.48743,-0.028371,-0.057539,0.007072,-0.011675,-0.034171,0.04997,0.420522,0.055508,0.011633,0.069787,0.032009,0.059493,0.141259
3/2/20,群馬県,0.440051,0.005212,-0.037406,0.032384,0.037278,0.046117,0.146858,0.408818,0.094977,0.050123,0.095189,0.065243,0.11561,0.172304
3/2/20,栃木県,0.440068,0.020307,-0.031214,0.0298,0.040319,0.058085,0.181552,0.426119,0.039463,0.055294,0.096171,0.062069,0.122528,0.239419
3/2/20,新潟県,0.500653,0.017019,-0.040978,0.026227,0.005678,0.001866,0.039063,0.491531,0.06323,0.021644,0.080455,0.044714,0.065667,0.10517
3/2/20,福島県,0.500666,0.020864,-0.021873,0.042497,0.01632,0.028877,0.116085,0.491197,0.045998,0.022644,0.085706,0.044082,0.082989,0.214915
3/2/20,山形県,0.523084,-0.00629,-0.045149,0.070105,0.031592,0.027703,0.020833,0.495,0.030958,0.045126,0.083181,0.04946,0.077311,0.071618
3/2/20,宮城県,0.544384,0.049499,-0.020341,0.04086,0.034895,0.042403,0.175864,0.595807,0.103009,0.064657,0.131846,0.10597,0.133803,0.261202
3/2/20,秋田県,0.380913,-0.00507,-0.013123,0.026469,0.002138,0.018298,0.056298,0.415339,0.014949,0.004039,0.092416,0.029204,0.027088,0.135419
3/2/20,岩手県,0.478681,0.010478,-0.016818,0.017258,0.037859,0.05175,0.064717,0.389871,0.069046,0.021729,0.081601,0.074871,0.063213,0.121358
3/2/20,青森県,0.553363,0.003774,-0.031984,0.009215,-0.002137,-0.004654,-0.017994,0.412418,0.039231,0.007558,0.065759,0.032418,0.06954,0.081889
3/2/20,北海道,0.486169,0.077939,0.010129,0.055226,0.051433,0.069667,0.199236,0.434115,0.108048,0.139166,0.144151,0.115586,0.181012,0.33268
3/3/20,沖縄県,0.442167,0.09148,0.030856,0.058161,0.064286,0.026874,0.045618,0.448283,0.089132,0.068631,0.106271,0.069523,0.063232,0.094661
3/3/20,鹿児島県,0.520998,0.062452,-0.000609,0.053432,0.026828,-0.009198,0.007503,0.483799,0.074963,0.040846,0.084016,0.056273,0.048766,0.091504
3/3/20,東京都,0.53988,0.120686,0.072105,0.091703,0.10249,0.063668,0.095199,0.458427,0.117078,0.096967,0.134538,0.117325,0.11911,0.214119
3/3/20,宮崎県,0.346996,0.040615,0.012411,0.025327,0.010552,0.009917,0.061239,0.377446,0.086598,0.047893,0.060394,0.052707,0.074797,0.07143
3/3/20,長崎県,0.298115,0.01777,-0.007751,0.004922,0.020318,-0.004911,0.037848,0.242393,0.058252,0.01093,0.039293,0.038118,0.068732,0.142641
3/3/20,熊本県,0.55234,0.073388,0.015852,0.074549,0.061233,0.044394,0.1008,0.542301,0.13784,0.070035,0.110469,0.084738,0.087186,0.183242
3/3/20,佐賀県,0.393419,0.051579,-0.014495,0.072945,0.019297,-0.001562,0.118797,0.418396,0.071306,0.030724,0.087225,0.028833,0.038429,0.172117
3/3/20,福岡県,0.488609,0.097129,0.021877,0.057981,0.061586,0.031105,0.079681,0.471843,0.105022,0.048453,0.110604,0.083905,0.083782,0.155036
3/3/20,大分県,0.532307,0.064725,0.01421,0.051418,0.038734,-0.00143,0.074192,0.570101,0.022173,0.047872,0.090036,0.062722,0.053872,0.118793
3/3/20,高知県,0.359252,0.0263,-0.018324,0.046354,0.017364,0.039299,0.038096,0.49647,0.056479,0.01736,0.05499,0.047655,0.078788,0.179141
3/3/20,愛媛県,0.305218,0.004476,-0.011775,0.011998,0.026989,-0.002272,0.010492,0.287404,-0.01164,0.041311,0.046364,0.029382,0.036808,0.115772
3/3/20,山口県,0.504881,0.055602,0.004109,0.074479,0.031502,0.023506,0.014796,0.464478,0.043275,0.050761,0.109491,0.059136,0.055897,0.067446
3/3/20,徳島県,0.528982,0.00326,0.014562,0.077379,0.055955,0.039642,0.071245,0.510802,0.018925,0.024909,0.148004,0.049855,0.090746,0.112058
3/3/20,和歌山県,0.500792,0.06495,0.016013,0.070604,0.038608,0.05542,0.077651,0.508371,0.047756,0.045157,0.134185,0.070237,0.087213,0.141569
3/3/20,奈良県,0.573848,0.098503,-0.007158,0.07846,0.073631,0.025698,0.068599,0.494831,0.121012,0.063825,0.13804,0.075029,0.080698,0.164183
3/3/20,三重県,0.526325,0.07186,0.016891,0.077442,0.057176,0.015268,0.034779,0.468273,0.049685,0.042698,0.114805,0.069888,0.052355,0.096718
3/3/20,島根県,0.310105,0.019669,-0.011051,0.04681,0.041706,0.064113,0.003501,0.221247,0.047505,0.013524,0.062765,0.046523,0.03919,0.104775
3/3/20,広島県,0.471646,0.050659,0.01657,0.044127,0.037303,0.01029,0.04647,0.462436,0.078491,0.028735,0.082411,0.048704,0.061691,0.100363
3/3/20,香川県,0.456924,-0.005486,-0.000445,0.061148,0.040057,0.023692,0.125883,0.452369,0.033308,0.043838,0.095031,0.054463,0.031341,0.121029
3/3/20,岡山県,0.484185,0.032756,-0.002623,0.072628,0.034737,0.012156,0.010522,0.487976,0.070111,0.037024,0.101715,0.04727,0.056089,0.117043
3/3/20,兵庫県,0.527809,0.078667,0.019828,0.057478,0.053779,0.031555,0.076896,0.489219,0.088173,0.064593,0.113069,0.088075,0.09459,0.173894
3/3/20,大阪府,0.54729,0.113061,0.032012,0.074237,0.075151,0.038871,0.077407,0.517742,0.107828,0.069959,0.128367,0.097803,0.109847,0.18532
3/3/20,愛知県,0.549951,0.073107,0.017641,0.071153,0.072908,0.037415,0.080646,0.545251,0.103379,0.074036,0.147621,0.099947,0.106042,0.192055
3/3/20,静岡県,0.430368,0.050452,0.008262,0.049458,0.035091,0.022848,0.027768,0.391852,0.056708,0.036039,0.087383,0.044951,0.056871,0.123501
3/3/20,鳥取県,0.502619,0.055966,0.045612,0.09929,0.045449,0.034297,0.027098,0.492069,0.013945,0.042325,0.085436,0.041812,0.071862,0.169676
3/3/20,京都府,0.545289,0.111012,0.014874,0.058332,0.078514,0.042385,0.067461,0.536727,0.127793,0.056938,0.107094,0.095022,0.114136,0.151638
3/3/20,滋賀県,0.551574,0.098851,0.013697,0.08374,0.073283,0.029082,0.064874,0.530821,0.071381,0.060858,0.130984,0.070272,0.08502,0.160356
3/3/20,岐阜県,0.539994,0.057453,0.008853,0.08794,0.068984,0.0288,0.092898,0.53319,0.099723,0.067642,0.139129,0.084496,0.076871,0.147332
3/3/20,長野県,0.492778,0.02346,0.006766,0.064399,0.048949,0.00502,0.042807,0.471565,0.025587,0.051035,0.086183,0.055176,0.041843,0.121013
3/3/20,山梨県,0.375223,0.083784,0.003933,0.055917,0.046369,0.019977,-0.015361,0.411273,0.096944,0.035023,0.099757,0.051711,0.027262,0.111649
3/3/20,千葉県,0.466031,0.094322,0.036992,0.070337,0.078347,0.042946,0.074873,0.439595,0.111397,0.079053,0.118506,0.09939,0.10855,0.185377
3/3/20,神奈川県,0.554873,0.110649,0.053729,0.086097,0.096871,0.050914,0.104006,0.498715,0.125168,0.083682,0.140023,0.119321,0.132057,0.219816
3/3/20,福井県,0.46333,0.00384,-0.012485,0.058869,0.042353,0.054261,0.128581,0.402398,0.021901,0.026754,0.07358,0.029381,0.066032,0.104105
3/3/20,埼玉県,0.572765,0.09577,0.024886,0.069106,0.077198,0.034683,0.057145,0.541264,0.099247,0.066757,0.113401,0.090763,0.097756,0.178145
3/3/20,茨城県,0.529544,0.026895,0.008918,0.071211,0.040287,0.025004,0.058964,0.533075,0.068689,0.047258,0.117947,0.064885,0.073626,0.11253
3/3/20,石川県,0.543073,0.117981,0.00297,0.065619,0.060739,0.019931,0.070187,0.462282,0.115212,0.03887,0.088521,0.052589,0.06349,0.160999
3/3/20,富山県,0.528195,0.032742,-0.000022,0.058405,0.028785,-0.002164,0.047571,0.474113,0.031173,0.028339,0.068778,0.034747,0.027442,0.110781
3/3/20,群馬県,0.546901,0.052422,0.01233,0.077849,0.063022,0.026965,0.067227,0.543355,0.084292,0.06295,0.110443,0.08042,0.08315,0.143171
3/3/20,栃木県,0.509625,0.043754,0.013145,0.068686,0.043425,0.018436,0.002828,0.504546,0.043926,0.042046,0.095301,0.054683,0.068698,0.101432
3/3/20,新潟県,0.493274,0.050924,0.017901,0.071481,0.058467,0.034222,0.093656,0.50699,0.0806,0.04416,0.101536,0.063575,0.085356,0.159883
3/3/20,福島県,0.275656,0.030426,0.003333,0.038202,0.022813,0.003899,0.035303,0.311615,0.021595,0.010829,0.053099,0.034446,0.032355,0.160116
3/3/20,山形県,0.481925,-0.028745,-0.00398,0.090543,0.042083,0.027414,0.066909,0.483307,0.070974,0.038095,0.070553,0.058106,0.020543,0.008292
3/3/20,宮城県,0.524042,0.070434,0.012951,0.070541,0.05247,0.02278,0.063287,0.576696,0.081084,0.055436,0.108253,0.084958,0.05665,0.133507
3/3/20,秋田県,0.517115,0.060571,0.012507,0.048731,0.028718,0.037068,0.006532,0.461805,0.024347,0.04568,0.073245,0.015508,-0.000821,0.033796
3/3/20,岩手県,0.45837,0.048092,0.045617,0.047514,0.037118,0.018264,0.049654,0.396901,0.065269,0.010644,0.060229,0.029765,0.055256,0.139823
3/3/20,青森県,0.543189,-0.008852,0.001584,0.029721,0.015878,0.017993,0.06923,0.548312,0.059574,0.048285,0.082355,0.039842,0.051102,0.112354
3/3/20,北海道,0.608365,0.093367,0.046913,0.094233,0.068883,0.079922,0.199484,0.566982,0.120542,0.129427,0.155303,0.1113,0.168701,0.328211
3/4/20,沖縄県,0.537852,0.100557,0.038257,0.088654,0.079976,0.066659,0.049604,0.598678,0.103165,0.070919,0.150818,0.104751,0.084373,0.127744
3/4/20,鹿児島県,0.52763,0.101752,0.022621,0.071483,0.059954,0.043874,0.111541,0.495861,0.100095,0.065238,0.125761,0.065902,0.092129,0.186439
3/4/20,東京都,0.589083,0.145347,0.088116,0.114942,0.127051,0.118047,0.222785,0.510549,0.134419,0.12966,0.177203,0.158943,0.193195,0.322403
3/4/20,宮崎県,0.440813,0.071717,0.034332,0.053318,0.043661,0.06898,0.150697,0.415972,0.106682,0.066455,0.101234,0.074105,0.11549,0.132042
3/4/20,長崎県,0.457246,0.040127,0.008713,0.047043,0.046699,0.044378,0.108502,0.381499,0.090678,0.070162,0.099893,0.062399,0.089298,0.202257
3/4/20,熊本県,0.595237,0.109646,0.057599,0.080686,0.092136,0.071183,0.242235,0.546175,0.126538,0.081715,0.136343,0.104242,0.146404,0.275303
3/4/20,佐賀県,0.455299,0.066845,0.042854,0.089495,0.049999,0.04452,0.176589,0.469233,0.107506,0.068157,0.119795,0.080348,0.088045,0.208737
3/4/20,福岡県,0.528116,0.12628,0.041743,0.082474,0.081886,0.060712,0.139621,0.5105,0.10852,0.073921,0.134597,0.096632,0.126661,0.221952
3/4/20,大分県,0.563582,0.093685,0.033163,0.085611,0.062827,0.073764,0.160395,0.58437,0.065595,0.077484,0.144918,0.085557,0.152947,0.275676
3/4/20,高知県,0.516554,0.046561,0.043584,0.088494,0.061848,0.112635,0.262914,0.52982,0.053733,0.073774,0.125255,0.0779,0.158338,0.299992
3/4/20,愛媛県,0.531788,0.045561,0.042719,0.08078,0.058184,0.097239,0.195317,0.468946,0.043812,0.057083,0.138172,0.10042,0.141533,0.234497
3/4/20,山口県,0.566978,0.061121,0.050885,0.099682,0.06568,0.068992,0.151227,0.472265,0.093859,0.094807,0.130089,0.074974,0.11022,0.215526
3/4/20,徳島県,0.623296,0.054134,0.051872,0.117753,0.090114,0.1093,0.210167,0.554838,0.089177,0.096777,0.177147,0.089753,0.15918,0.249072
3/4/20,和歌山県,0.517882,0.057611,0.042751,0.101182,0.080669,0.117348,0.252706,0.56448,0.087662,0.117195,0.177557,0.093604,0.174902,0.271649
3/4/20,三重県,0.571299,0.078759,0.038732,0.089659,0.071307,0.059079,0.163248,0.503413,0.08156,0.095713,0.139019,0.085835,0.130705,0.189462
3/4/20,奈良県,0.618595,0.137642,0.025396,0.112299,0.101566,0.084201,0.209106,0.582367,0.144293,0.114911,0.190275,0.131179,0.178311,0.340665
3/4/20,島根県,0.277909,0.038197,-0.015706,0.026398,0.025784,0.024383,0.012605,0.259578,0.022377,0.012547,0.054038,0.006577,0.034121,0.08795
3/4/20,広島県,0.585292,0.10012,0.047389,0.075986,0.066195,0.064039,0.191246,0.512286,0.085837,0.082612,0.136564,0.092684,0.148283,0.284587
3/4/20,香川県,0.555379,0.050027,0.020765,0.08502,0.045429,0.069886,0.236426,0.465175,0.065713,0.086149,0.12454,0.089799,0.135213,0.252762
3/4/20,岡山県,0.498582,0.059981,0.022026,0.109869,0.070632,0.084724,0.183519,0.48876,0.113105,0.088342,0.142907,0.086638,0.126591,0.228832
3/4/20,兵庫県,0.580065,0.118042,0.036682,0.09307,0.083442,0.092679,0.226032,0.553329,0.129592,0.120558,0.158597,0.13555,0.191669,0.355874
3/4/20,大阪府,0.622458,0.151158,0.063291,0.107912,0.110576,0.101349,0.226303,0.593853,0.135582,0.119562,0.187519,0.144366,0.193364,0.348313
3/4/20,愛知県,0.598842,0.111887,0.044291,0.090662,0.097876,0.092292,0.206991,0.599943,0.123937,0.117903,0.178606,0.14594,0.195494,0.313137
3/4/20,静岡県,0.614867,0.074733,0.041467,0.087935,0.066785,0.063115,0.120918,0.571379,0.075567,0.091815,0.138581,0.089651,0.103427,0.223428
3/4/20,鳥取県,0.507123,0.049965,0.028754,0.074964,0.02064,0.006907,0.054138,0.473491,0.031433,0.061451,0.052205,0.023515,0.048367,0.083576
3/4/20,京都府,0.564174,0.153758,0.035122,0.084756,0.101169,0.089471,0.17428,0.549075,0.150847,0.084954,0.141817,0.129832,0.16605,0.272756
3/4/20,滋賀県,0.593213,0.124051,0.070694,0.129709,0.110223,0.091392,0.184378,0.543897,0.114916,0.110854,0.179352,0.122205,0.162182,0.251842
3/4/20,岐阜県,0.594736,0.071277,0.038686,0.104077,0.080536,0.062194,0.184153,0.564898,0.116347,0.087329,0.171355,0.106971,0.135928,0.231049
3/4/20,長野県,0.576441,0.032971,0.017548,0.073234,0.054336,0.046709,0.083866,0.560073,0.054618,0.066234,0.109899,0.064377,0.079709,0.170898
